Profile (FG500),,,Details (FG500),,,,,,,,,,RE100,,,SBTi,,,,,,,,,,,,NZ Tracker Definition,,,,,,Carbon Neutral,,,,,,Net Zero,,,,,,,Use of carbon credits,,Other reduction targets,,,,,,Other,,,Binary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,Last year checks ,,,,,,this year  ,,,,,
144,145,Siemens,Industrial Machinery,Industrial goods,Germany,Europe,"$85,432.8","$8,998.5",0.062,"$164,729.7",327000,31,N,,,Y,Y,Targets set,1.5°C ,2030,Targets set,1.5°C ,2050,Y,Targets set,2050,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","Support the 1.5°C  target to fight global warming
 Net Zero operations by 2030, with 55% emissions reduction by 2025 and 90% by 2030 (Scope 1 + 2)
 Net zero supply chain by 2050, 20% emissions reduction by 2030 (Scope 3)",2050,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,Y,Yes,"C, V",C,Y,Y,Y,Targets set,Y,N,Yes,
422,478,Siemens Energy,Energy,Energy and utilities,Germany,Europe,"$37,360.8","$1,283.5",0,"$56,696.8",98000,5,N,,,Y,Y,Targets set,1.5°C ,2030,,,,,,,,,,Yes,Yes,,"1,2","C,V",Y,Climate neutral,2030,https://www.siemens-energy.com/global/en/home/press-releases/science-based-targets-initiative-sbti-confirms-siemens-energys-co2-reduction-targets.html,,,N,,,,,,Not Specified,,,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,Y,No,V,C,U,U,Y,,N,Y,Not Specified,
352,326,Sinomach,Industrial Machinery,Industrial goods,China,Asia,"$43,269.2",$257.3,0.417,"$45,718.9",114740,15,N,,,N,N,,,,,,,,,,,,,,,,,G,N,"We will accelerate the green transformation, and actively leverage our strengths in ""carbon peaking and carbon neutrality"" services and green engineering to promote green development.",2060,https://www.sinomach.com.cn/en/Sustainability/CSRReports/202501/P020250107355903214865.pdf,,,N,,,,,,Not Specified,,,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
6,5,Sinopec Group,Petroleum Refining,Oil and gas,China,Asia,"$407,490.1","$8,036.4",-0.145,"$375,395.1",495096,27,N,,,N,N,,,,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Not Specified,"1,2",C,Y,Strive to achieve carbon neutrality around 2050.,2050,,,,N,,,,,,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,G,U,0,N,,N,Y,Yes,
119,112,Sinopharm,Wholesalers: Health Care,Health care and pharmaceuticals,China,Asia,"$91,485.7",$643.9,-0.44,"$80,401.4",193615,13,N,,,N,N,,,,,,,,,,,Emissions reduction target,Other Emission Reduction,Yes,Yes,No,"1,2",,N,,,,,,N,,,,,,Not Specified,Not Specified,No,Y,"Realize a 10-15% reduction in carbon dioxide emissions per unit logistics throughput (million boxes) of major logistics parks compared to 2022 (cf. FY2023 ESG report, p. 59). ",2025,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,G,U,0,N,,N,N,Not Specified,
114,100,SK,Petroleum Refining,Oil and gas,South Korea,Asia,"$92,973.3",$-948,0,"$145,558.2",108301,10,Y,2020,2040,Y,N,Commitment removed,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3",Long-Term Target: Achieve Net Zero for Scope 1 and 2 by 2040 (based on 2023 as the base year) and 90% reduction in total Scope 3 emissions by 2050 compared to 2021 levels,2040,,,Yes,Yes (nature-based and CCS-based removals),No,N,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,I,C,Y,0,Y,,Y,N,Yes,
311,#N/A,SK Hynix,Semiconductors and Other Electronic Components,Technology,South Korea,Asia,"$48,541.1","$14,511.6",0,"$81,152.1",32065,6,Y,2020,2050,N,N,,,,,,,,,,,Emissions reduction target,Other Emission Reduction,Yes,No,No,1,,N,,,,,"C,V",Y,"1,2,3", SK hynix will also set long- and short-term goals for greenhouse gas reduction with the goal of achieving Net Zero3) by 2050.,2050,https://news.skhynix.com/sk-hynix-becomes-founding-member-of-scc,,Yes,Not Specified,No,Y,,2030,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,,Y,N,Yes,
328,341,SNCF Group,Railroads,Transportation and logistics,France,Europe,"$46,884.4","$1,683.8",0.189,"$130,079.7",289500,31,N,,,Y,Y,Targets set,1.5Â°C,2030,,,,,,,,,,Yes,Yes,,"1,2",G,N,,2050,https://www.groupe-sncf.com/medias-publics/2025-03/annual-sustainability-report-2024-sncf-group.pdf?VersionId=o5m4uSDiYZPPr8_o_L1_4Y2ls.fnf8gK,,,N,,,,,,Yes,,,Y,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,N,0,C,C,U,U,Y,,N,N,Yes,
89,104,Societe Generale,Megabanks,Financial services,France,Europe,"$110,647.8","$4,542",0.685,"$1,629,265.9",114139,29,N,,,N,N,,,,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Yes,"1,2,3","C,V",Y,- commitment to align our portfolios with paths toward achieving carbon neutrality by 2050.,2050,,,,N,,,,,,Not Specified,Yes (nature-based and CCS-based removals),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,I,V,Y,0,N,,N,Y,Not Specified,
320,325,SoftBank Group,Telecommunications,Telecommunications and media,Japan,Asia,"$47,517.4","$7,565.6",0,"$300,311.9",67229,18,Y,2024,2040,Y,Y,Targets set,1.5°C ,2030,Targets set,1.5°C ,2050,Y,Targets set,2050,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","""Targets: Achieve Net Zero by fiscal 2050 (Covers Scope 1, Scope 2, and Scope 3)"" (Sustainability Report 2022, pg. 39: https://group.softbank/media/Project/sbg/sbg/pdf/sustainability/report/sustainability-report_fy2022_en.pdf).",2050,,,Yes,No,No,N,,,,,,,,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,Y,Yes,V,C,Y,U,Y,Targets set,Y,N,Yes,
450,454,Sompo Holdings,Insurance: Property and Casualty (Stock),Financial services,Japan,Asia,"$35,773.5",$175.2,1.936,"$14,408.5",21224,7,N,,,Y,N,Commitment removed,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","In April 2021, we announced a greenhouse gas emission reduction policy, which aims to achieve net zero by 2050. We are working toward a goal of 60% reduction in 2030 (compared to 2017) (p28)",2050,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,N,No,V,C,U,Y,Y,,Y,N,Yes,
146,128,Sony,Electronics,Technology,Japan,Asia,"$84,995.5","$7,488.7",0.115,"$235,460.5",112300,31,Y,2018,2030,Y,Y,Targets set,1.5°C ,2035,Targets set,1.5°C ,2040,Y,Targets set,2040,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","""Accelerate initiatives to achieve net-zero targets across the value chain from scopes 1 to 3 by 2040 and a zero environmental footprint by 2050"" (Sony Sustainability Report 2024, pg. 14).

""Sony‚Äôs net-zero target for 2040 was approved as the net-zero target for the Science Based Targets initiative (SBTi) in August 2022... By 2040, Sony aims to achieve net-zero emissions in all Scopes"" (Sony Sustainability Report 2024, pg. 24: https://www.sony.com/en/SonyInfo/csr/library/reports/SustainabilityReport2024_E.pdf)

""Net zero for Scope 1+2+3, Reduce absolute emissions by 90% vs. FY2018 level - Removal of residual carbon emissions"" (page 104 https://www.sony.com/en/SonyInfo/csr/library/reports/SustainabilityReport2025_E.pdf)",2040,,,Yes,Not Specified,No,N,,,,,,,,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,Y,Yes,"C, V",I,0,U,Y,Targets set,Y,N,Yes,
484,#N/A,St. James's Place,Diversified Financials,Financial services,U.K.,Europe,"$33,178.9",$509,0,"$244,082",3334,1,N,,,Y,Y,Committed,,2030,,,,N,Committed,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3",We aim to align our business to a 1.5°C  Paris Agreement goal. This means reducing our carbon emissions to net zero by 2050.,2050,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Y,Committed,Y,N,Yes,
373,396,Standard Chartered,Banks: Commercial and Savings,Financial services,U.K.,Europe,"$41,928","$4,050",0.168,"$849,688",81097,11,Y,2022,2025,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","The Group has since made a commitment to be net zero in our Scope 1 and Scope 2 emissions by 2025 and across our financed emissions (which represent the vast majority of our Scope 3 emissions) by 2050, with interim 2030 financed emission targets for high-emitting sectors. The high-emitting sectors for which
we have set targets follow NZBA guidance and represent both the start and end point of our transition to net zero. They are embedded within our sustainability strategy and guide the
evolution of our operating model to one aligned with our net zero commitments.",2050,,,Yes,Yes (nature-based and CCS-based removals),No,N,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,N,No,C+F,N,N,Y,N,,Y,N,Yes,
441,424,Starbucks,Food Services,"Food, beverages and agriculture",U.S.,North America,"$36,166.5",$-1.1,-1.034,"$10,646.2",26727,6,Y,2015,2022,Y,Y,Targets set,1.5°C ,2030,,,,,,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2","'In July 2020, Starbucks joined Transform to Net Zero as a founding member. The Initiative‚Äôs objective is to accelerate the transition to a net zero global economy no later than 2050, and as such Starbucks has committed to be Net Zero by 2050.' (2023 CDP Report). ",2050,,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,N,,,,,,,,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,Y,No,V,C,U,U,Y,,Y,N,No,
163,178,State Bank of India,Banks: Commercial and Savings,Financial services,India,Asia,"$78,472.4","$9,175.4",0.132,"$856,121.1",236226,20,N,,,N,N,,,,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Not Specified,"1,2",C,Y,,2030,,,,N,,,,,,Not Specified,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,N,0,V,C,Y,U,N,,N,Y,Not Specified,
77,94,State Farm Insurance,Insurance: Property and Casualty (Mutual),Financial services,U.S.,North America,"$122,951","$5,287.3",0,"$367,414",67381,31,N,,,N,N,,,,,,,,,,,Emissions reduction target,Other Emission Reduction,Yes,Yes,No,"1,2",,N,,,,,,N,,,,,,Not Specified,Not Specified,No,Y,‚ÄúReduce Scope 1 and Scope 2 greenhouse gas (GHG) emissions 50% by 2030 (baseline: 2019).‚Äù (as reported in the 2024 Impact Report).,2030,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
3,3,State Grid,Utilities,Energy and utilities,China,Asia,"$548,414.4","$10,044.9",0.091,"$797,694",1354310,25,N,,,N,N,,,,,,,,,,,,,,,,,G,N,,2060,http://www.sgcc.com.cn/u/cms/sgcc_main/other/202012/20201217092925545833884.pdf,,,N,,,,,,Not Specified,,,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
265,256,State Power Investment,Energy,Energy and utilities,China,Asia,"$54,963.1","$2,125.8",0.316,"$257,154.7",126893,14,N,,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,N,,,,,,Not Specified,,,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,G,"Y, g",0,N,,N,N,Not Specified,
40,28,Stellantis,Motor Vehicles & Parts,Automotive,Netherlands,Europe,"$169,652.9","$5,918.7",-0.706,"$214,958.6",248243,20,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","""Our strategic plan currently sets a target to reduce absolute greenhouse gas emissions (scopes1, 2 and 3) by 30% by 2030 vs. our 2021 baseline, and achieve carbon net zero by 2038 with single digit percentage compensation of the remaining emissions""",2038,,,Yes,No,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,V,N,0,Y,N,,Y,N,Yes,
99,223,StoneX Group,Diversified Financials,Financial services,U.S.,North America,"$99,887.8",$260.8,0.094,"$27,466.3",4500,15,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Not Specified,Not Specified,Not Specified,,,N,,,,,,Y,,'we have established a longer-term goal of pursuing carbon emission reduction measures with the aim of reaching net zero emissions by 2050',2050,,,Yes,No,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,Y,N,Yes,
317,318,Sumitomo,Trading,Financial services,Japan,Asia,"$47,834.5","$3,685.7",0.379,"$77,598",83327,31,N,,,N,N,,,,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Yes,"1,2,3","C,V",Y,"Aim to make the Sumitomo Corporation Group carbon neutral in 2050(*1).
",2050,,,,N,,,,,,Yes,Yes (nature-based and CCS-based removals),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,I,V,Y,0,N,,N,Y,Yes,
475,#N/A,Sumitomo Life Insurance,"Insurance: Life, Health (Mutual)",Financial services,Japan,Asia,"$33,663.8","$4,162",-0.095,"$43,418.9",30100,5,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2","One of the specific initiatives we are promoting is the reduction of greenhouse gas (GHG) emissions from our own business activities and our asset portfolio, aiming to achieve net zero GHG emissions by 2050, the target set by the Sumitomo Life Group. (page 5)",2050,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,,Y,N,Yes,
204,208,Sumitomo Mitsui Financial Group,Megabanks,Financial services,Japan,Asia,"$66,745.1","$7,727.4",0.16,"$2,043,378.6",127930,31,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3",2021: Set net-zero targets for GHG emissions (by 2030 for SMBC‚Äôs own operations; by 2050 for investment and loan portfolio),2050,,,Yes,Yes (nature-based and CCS-based removals),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,N,0,"C, F",N,0,Y,N,,Y,N,Yes,
425,401,Suncor Energy,Petroleum Refining,Oil and gas,Canada,North America,"$37,329.3","$4,391.9",-0.286,"$62,449.8",15010,15,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,No,"1,2",,N,,,,,C,Y,"1,2","'To become a net-zero GHG emissions company by 2050, we are focused on operational efficiency improvements and accelerating the adoption of new technology.' ",2050,,,Yes,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,Y,N,Yes,
338,340,Susun Construction Group,Engineering & Construction,Engineering and construction,China,Asia,"$45,003.8",$924.2,-0.191,"$34,018.5",122635,4,N,,,N,N,,,,,,,,,,,,,,,,,,N,,,,no information,,N,,,,,,Not Specified,,,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
408,406,Suzuki Motor,Motor Vehicles & Parts,Automotive,Japan,Asia,"$38,211.8","$2,729.2",0.244,"$39,987",74077,31,N,,,N,N,,,,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Yes,"1,2,3","C,V",Y,Acheive neutrality carbon in Japan and Europe by 2050 and India by 2070.,2070,,,,N,,,,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,N,0,N,C,U,N,N,,N,Y,Yes,
331,301,Swiss Re,Insurance: Property and Casualty,Financial services,Switzerland,Europe,"$45,865","$3,241",0.042,"$127,229",15021,31,Y,2014,2020,Y,N,Commitment removed,,,,,,N,Commitment removed,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2",Group-wide net-zero GHG emissions by 2050,2050,,,Yes,Yes (unspecified),No,N,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,N,Yes,"C, F",C,Y,Y,Y,Commitment removed,Y,N,Yes,
158,163,Sysco,Wholesalers: Food and Grocery,"Food, beverages and agriculture",U.S.,North America,"$78,844","$1,955",0.104,"$24,917",76000,31,N,,,Y,Y,Targets set,Well-below 2¬∞C,2030,,,,,,,,Emissions reduction target,Other Emission Reduction,Yes,Yes,Yes,"1,2,3",,N,,,,,,N,,,,,,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,Y,"Our current sustainability goals include to reduce our Scope 1 & 2 emissions by 27.5% by 2030 and strongly encourage suppliers representing 67% of Scope 3 emissions (focusing on purchased goods and services and upstream transportation suppliers) to set science-based targets by 2026.(p11) 
https://investors.sysco.com/~/media/Files/S/Sysco-IR/documents/annual-reports/Sysco_2024-Annual-Report_Web.pd

",2030,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Y,No,N,N,0,0,Y,,N,N,Yes,
334,381,Taikang Insurance Group,"Insurance: Life, Health (Mutual)",Financial services,China,Asia,"$45,456","$2,115.6",0.185,"$291,482.9",54060,8,N,,,N,N,,,,,,,,,,,No target,No Target,yes,yes,,"1,2",G,N,committed to national peak and neutrality targets,2060,https://cn.chinadaily.com.cn/a/202408/23/WS66c834c9a310b35299d3828c.html,,,N,,,,,,Not Specified,,,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,N,N,N,,N,N,Not Specified,
126,186,Taiwan Semiconductor Manufacturing,Semiconductors,Technology,Taiwan,Asia,"$90,167","$36,087.3",0.319,"$204,048.3",83825,11,N,,,N,N,,,,,,,,,,,Other,Other Emission Reduction,Yes,Yes,Not Specified,"1,2",,N,,,,,,N,,,,,,Yes,Not Specified,No,Y,"What it looks like in practice:
- By 2030, we will further improve the energy management system to enhance energy efficiency
- By 2030, we will further strengthen waste management and reduce waste emission intensity
- By 2030, we will make efforts to reduce carbon emissions year by year.
- By 2030, we will increase investment in watersaving technologies and processes to improve water efficiency
(pg 36)",2030,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,N,0,C,N,0,U,N,,N,N,Yes,
305,327,Talanx,Insurance: Property and Casualty (Stock),Financial services,Germany,Europe,"$50,017.3","$2,138",0.251,"$186,807.8",29976,12,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","he Talanx Group is pursuing the ambition of reaching net zero emissions by 2050 in its insurance and investment portfolio."" (p 104 of 2024 Annual Report)

Note: in their own operations, their goal is to be GHG neutral by 2030",2050,,,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,N,0,"C, F",V,Y,Y,N,,Y,N,Yes,
94,90,Target,General Merchandisers,Retail,U.S.,North America,"$106,566","$4,091",-0.011,"$57,769",440000,31,Y,2019,2030,Y,Y,Targets set,2¬∞C,2030,,,,N,Committed,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","s. Aligned with our Target Forward ambitions, we commit to net zero GHG emissions across our enterprise by 2040 to reduce climate impacts across our operations and supply chain.  ",2040,,,Not Specified,Yes (unspecified),No,N,,,,,,,,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,Y,Yes,V,N,0,Y,Y,Committed,Y,N,Not Specified,
283,271,Tata Motors,Motor Vehicles & Parts,Automotive,India,Asia,"$52,753.9","$3,292.2",-0.132,"$44,319.8",86259,16,Y,2016,2030,Y,N,Commitment removed,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","Aalingana - meaning 'embrace' in Sanskrit, embodies the Tata Group's vision of a greener, cleaner, sustainable, and equitable future of our planet. 

Our goal of achieving net zero by 2045 and our mission to secure the future through innovation reflect a steadfast commitment to integrating sustainability into our business strategy. This commitment is centered around three interlinked pillars: decarbonization, circularity, and the preservation of nature and biodiversity. (Tata-motor-IAR 2024-25, pg 78)",2045,,,Not Specified,Not Specified,No,N,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,N,No,N,N,0,0,Y,,Y,N,Not Specified,
